TimeCreated,Id,ProviderName,LogName,ProcessId,ThreadId,MachineName,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,Message
21-10-22 21:13,4688,Microsoft-Windows-Security-Auditing,Security,4,1984,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-279476226-3736561340-2529114786-1000
	Account Name:		User
	Account Domain:		WIN11VIC1
	Logon ID:		0x5C9DB

Process Information:
	New Process ID:		0x176c
	New Process Name:	C:\Windows\System32\smartscreen.exe
	Token Elevation Type:	TokenElevationTypeLimited (3)
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x36c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	C:\Windows\System32\smartscreen.exe -Embedding

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:13,4688,Microsoft-Windows-Security-Auditing,Security,4,7704,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-279476226-3736561340-2529114786-1000
	Account Name:		User
	Account Domain:		WIN11VIC1
	Logon ID:		0x5C9DB

Process Information:
	New Process ID:		0x12c4
	New Process Name:	C:\Windows\System32\SecurityHealth\1.0.2207.20002-0\SecurityHealthHost.exe
	Token Elevation Type:	TokenElevationTypeLimited (3)
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x36c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	\\?\C:\Windows\System32\SecurityHealth\1.0.2207.20002-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:13,4688,Microsoft-Windows-Security-Auditing,Security,4,1984,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1dc4
	New Process Name:	C:\Windows\System32\taskhostw.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x548
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:12,4688,Microsoft-Windows-Security-Auditing,Security,4,1984,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-279476226-3736561340-2529114786-1000
	Account Name:		User
	Account Domain:		WIN11VIC1
	Logon ID:		0x5C9DB

Process Information:
	New Process ID:		0x194
	New Process Name:	C:\Windows\System32\rundll32.exe
	Token Elevation Type:	TokenElevationTypeLimited (3)
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x36c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	C:\Windows\System32\rundll32.exe C:\Windows\System32\shell32.dll,SHCreateLocalServerRunDll {9aa46009-3ce0-458a-a354-715610a075e6} -Embedding

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:12,4688,Microsoft-Windows-Security-Auditing,Security,4,7680,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1f0c
	New Process Name:	C:\Windows\System32\svchost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x2c8
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	C:\Windows\system32\svchost.exe -k netsvcs -p -s gpsvc

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:11,4688,Microsoft-Windows-Security-Auditing,Security,4,408,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-5-21-279476226-3736561340-2529114786-1000
	Account Name:		User
	Account Domain:		WIN11VIC1
	Logon ID:		0x5C9DB

Process Information:
	New Process ID:		0x1710
	New Process Name:	C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_421.20070.695.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe
	Token Elevation Type:	TokenElevationTypeLimited (3)
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x36c
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	""C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_421.20070.695.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"" DashboardBackgroundFeedsTaskArg -Embedding

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:11,4688,Microsoft-Windows-Security-Auditing,Security,4,408,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x111c
	New Process Name:	C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x548
	Creator Process Name:	C:\Windows\System32\svchost.exe
	Process Command Line:	""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:11,4688,Microsoft-Windows-Security-Auditing,Security,4,408,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E4

Process Information:
	New Process ID:		0xe84
	New Process Name:	C:\Windows\System32\sppsvc.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x2c8
	Creator Process Name:	C:\Windows\System32\services.exe
	Process Command Line:	C:\Windows\system32\sppsvc.exe

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:11,4688,Microsoft-Windows-Security-Auditing,Security,4,1984,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x508
	New Process Name:	C:\Windows\System32\conhost.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x10e4
	Creator Process Name:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2209.7-0\MpCmdRun.exe
	Process Command Line:	\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
21-10-22 21:11,4688,Microsoft-Windows-Security-Auditing,Security,4,1984,Win11Vic1,Information,Info,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		WIN11VIC1$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x10e4
	New Process Name:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2209.7-0\MpCmdRun.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0xec4
	Creator Process Name:	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2209.7-0\MsMpEng.exe
	Process Command Line:	""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2209.7-0\MpCmdRun.exe"" SignaturesUpdateService -ScheduleJob -UnmanagedUpdate

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
